episode,reward,success,steps,epsilon,avg100
1,-2211.5,0,300,0.997,-2211.5
2,-2518.5,0,300,0.994009,-2365.0
3,-2750.5,0,300,0.991026973,-2493.5
4,-2696.5,0,300,0.988053892081,-2544.25
5,-2291.0,0,300,0.985089730404757,-2493.6
6,-2427.0,0,300,0.9821344612135428,-2482.5
7,-2996.0,0,300,0.9791880578299021,-2555.8571428571427
8,-2506.0,0,300,0.9762504936564125,-2549.625
9,-1945.5,0,300,0.9733217421754432,-2482.5
10,-2408.0,0,300,0.9704017769489168,-2475.05
11,-2685.0,0,300,0.9674905716180701,-2494.1363636363635
12,-2785.0,0,300,0.9645880999032158,-2518.375
13,-2804.5,0,300,0.9616943356035061,-2540.3846153846152
14,-2347.0,0,300,0.9588092525966956,-2526.5714285714284
15,-2403.0,0,300,0.9559328248389055,-2518.3333333333335
16,-2624.0,0,300,0.9530650263643888,-2524.9375
17,-1998.0,0,300,0.9502058312852957,-2493.9411764705883
18,-2558.5,0,300,0.9473552137914398,-2497.527777777778
19,-2126.0,0,300,0.9445131481500655,-2477.9736842105262
20,-2196.0,0,300,0.9416796087056153,-2463.875
21,-2265.5,0,300,0.9388545698794984,-2454.4285714285716
22,-2700.0,0,300,0.93603800616986,-2465.590909090909
23,-2290.0,0,300,0.9332298921513504,-2457.9565217391305
24,-2093.0,0,300,0.9304302024748964,-2442.75
25,-2623.0,0,300,0.9276389118674717,-2449.96
26,-2214.0,0,300,0.9248559951318693,-2440.8846153846152
27,-2120.5,0,300,0.9220814271464737,-2429.0185185185187
28,-2210.0,0,300,0.9193151828650342,-2421.1964285714284
29,-2641.0,0,300,0.9165572373164391,-2428.7758620689656
30,-3010.0,0,300,0.9138075656044898,-2448.15
31,-2287.5,0,300,0.9110661429076764,-2442.967741935484
32,-1911.5,0,300,0.9083329444789534,-2426.359375
33,-2249.5,0,300,0.9056079456455165,-2421.0
34,-2460.0,0,300,0.90289112180858,-2422.1470588235293
35,-2338.0,0,300,0.9001824484431542,-2419.7428571428572
36,-2231.5,0,300,0.8974819010978248,-2414.5138888888887
37,-2265.5,0,300,0.8947894553945313,-2410.4864864864867
38,-2189.5,0,300,0.8921050870283477,-2404.6710526315787
39,-2025.5,0,300,0.8894287717672626,-2394.948717948718
40,-2591.0,0,300,0.8867604854519608,-2399.85
41,-1708.5,0,300,0.884100203995605,-2382.987804878049
42,-2300.0,0,300,0.8814479033836181,-2381.0119047619046
43,-2314.5,0,300,0.8788035596734672,-2379.4651162790697
44,-2354.5,0,300,0.8761671489944468,-2378.8977272727275
45,-2238.0,0,300,0.8735386475474635,-2375.766666666667
46,-2496.5,0,300,0.8709180316048211,-2378.391304347826
47,-1769.0,0,300,0.8683052775100066,-2365.425531914894
48,-2265.5,0,300,0.8657003616774767,-2363.34375
49,-1944.5,0,300,0.8631032605924442,-2354.795918367347
50,-2599.5,0,300,0.860513950810667,-2359.69
51,-2150.5,0,300,0.857932408958235,-2355.5882352941176
52,-1890.0,0,300,0.8553586117313603,-2346.6346153846152
53,-1940.0,0,300,0.8527925358961662,-2338.9622641509436
54,-2653.0,0,300,0.8502341582884777,-2344.777777777778
55,-2219.0,0,300,0.8476834558136123,-2342.490909090909
56,-2630.0,0,300,0.8451404054461714,-2347.625
57,-2486.5,0,300,0.8426049842298329,-2350.061403508772
58,-1795.0,0,300,0.8400771692771434,-2340.4913793103447
59,-2272.0,0,300,0.837556937769312,-2339.330508474576
60,-2087.5,0,300,0.835044266956004,-2335.133333333333
61,-2167.0,0,300,0.8325391341551359,-2332.377049180328
62,-2014.5,0,300,0.8300415167526705,-2327.25
63,-2205.0,0,300,0.8275513922024125,-2325.309523809524
64,-2569.5,0,300,0.8250687380258053,-2329.125
65,-2328.5,0,300,0.8225935318117279,-2329.1153846153848
66,-1768.0,0,300,0.8201257512162927,-2320.6136363636365
67,-1835.5,0,300,0.8176653739626438,-2313.373134328358
68,-2163.0,0,300,0.8152123778407558,-2311.1617647058824
69,-1984.5,0,300,0.8127667407072335,-2306.427536231884
70,-2372.5,0,300,0.8103284404851119,-2307.3714285714286
71,-2110.0,0,300,0.8078974551636565,-2304.5915492957747
72,-1569.5,0,300,0.8054737627981655,-2294.3819444444443
73,-2215.5,0,300,0.803057341509771,-2293.301369863014
74,-1964.5,0,300,0.8006481694852418,-2288.858108108108
75,-1933.0,0,300,0.798246224976786,-2284.1133333333332
76,-1909.5,0,300,0.7958514863018556,-2279.184210526316
77,-1899.5,0,300,0.79346393184295,-2274.253246753247
78,-2023.5,0,300,0.7910835400474212,-2271.0384615384614
79,-1835.0,0,300,0.7887102894272789,-2265.518987341772
80,-1860.0,0,300,0.7863441585589971,-2260.45
81,-2315.0,0,300,0.78398512608332,-2261.1234567901233
82,-1880.0,0,300,0.7816331707050701,-2256.4756097560976
83,-1724.0,0,300,0.7792882711929549,-2250.0602409638554
84,-2486.5,0,300,0.776950406379376,-2252.875
85,-2362.5,0,300,0.7746195551602378,-2254.164705882353
86,-1961.0,0,300,0.7722956964947572,-2250.7558139534885
87,-1999.0,0,300,0.7699788094052729,-2247.862068965517
88,-1788.0,0,300,0.767668872977057,-2242.6363636363635
89,-1828.5,0,300,0.7653658663581259,-2237.983146067416
90,-2396.0,0,300,0.7630697687590515,-2239.738888888889
91,-2130.0,0,300,0.7607805594527743,-2238.532967032967
