episode,reward,success,steps,epsilon,avg100
1,-2679.0,0,300,0.997,-2679.0
2,-3183.5,0,300,0.994009,-2931.25
3,-2527.0,0,300,0.991026973,-2796.5
4,-3364.0,0,300,0.988053892081,-2938.375
5,-2501.5,0,300,0.985089730404757,-2851.0
6,-2504.0,0,300,0.9821344612135428,-2793.1666666666665
7,-2690.5,0,300,0.9791880578299021,-2778.5
8,-2347.5,0,300,0.9762504936564125,-2724.625
9,-3038.5,0,300,0.9733217421754432,-2759.5
10,-2398.5,0,300,0.9704017769489168,-2723.4
11,-2467.0,0,300,0.9674905716180701,-2700.090909090909
12,-2546.5,0,300,0.9645880999032158,-2687.2916666666665
13,-2596.0,0,300,0.9616943356035061,-2680.269230769231
14,-2849.0,0,300,0.9588092525966956,-2692.3214285714284
15,-2655.0,0,300,0.9559328248389055,-2689.8333333333335
16,-2604.5,0,300,0.9530650263643888,-2684.5
17,-2648.5,0,300,0.9502058312852957,-2682.3823529411766
18,-2985.0,0,300,0.9473552137914398,-2699.1944444444443
19,-2284.5,0,300,0.9445131481500655,-2677.3684210526317
20,-2468.5,0,300,0.9416796087056153,-2666.925
21,-2840.5,0,300,0.9388545698794984,-2675.190476190476
22,-2253.0,0,300,0.93603800616986,-2656.0
23,-2991.5,0,300,0.9332298921513504,-2670.586956521739
24,-2490.5,0,300,0.9304302024748964,-2663.0833333333335
25,-2471.0,0,300,0.9276389118674717,-2655.4
26,-2513.0,0,300,0.9248559951318693,-2649.923076923077
27,-2502.0,0,300,0.9220814271464737,-2644.4444444444443
28,-2231.5,0,300,0.9193151828650342,-2629.6964285714284
29,-2432.5,0,300,0.9165572373164391,-2622.896551724138
30,-2592.0,0,300,0.9138075656044898,-2621.866666666667
31,-2652.5,0,300,0.9110661429076764,-2622.8548387096776
32,-2595.5,0,300,0.9083329444789534,-2622.0
33,-2048.5,0,300,0.9056079456455165,-2604.621212121212
34,-2780.0,0,300,0.90289112180858,-2609.779411764706
35,-2135.0,0,300,0.9001824484431542,-2596.214285714286
36,-2263.0,0,300,0.8974819010978248,-2586.9583333333335
37,-2444.0,0,300,0.8947894553945313,-2583.0945945945946
38,-2513.0,0,300,0.8921050870283477,-2581.25
39,-2432.0,0,300,0.8894287717672626,-2577.423076923077
40,-2211.0,0,300,0.8867604854519608,-2568.2625
41,-2565.0,0,300,0.884100203995605,-2568.182926829268
42,-2333.5,0,300,0.8814479033836181,-2562.595238095238
43,-2108.5,0,300,0.8788035596734672,-2552.0348837209303
44,-2473.0,0,300,0.8761671489944468,-2550.2386363636365
45,-2484.5,0,300,0.8735386475474635,-2548.777777777778
46,-2439.5,0,300,0.8709180316048211,-2546.4021739130435
47,-2179.0,0,300,0.8683052775100066,-2538.5851063829787
48,-2175.0,0,300,0.8657003616774767,-2531.0104166666665
49,-1993.5,0,300,0.8631032605924442,-2520.0408163265306
50,-2714.0,0,300,0.860513950810667,-2523.92
51,-2258.5,0,300,0.857932408958235,-2518.7156862745096
52,-2051.0,0,300,0.8553586117313603,-2509.721153846154
53,-2119.5,0,300,0.8527925358961662,-2502.3584905660377
54,-2172.5,0,300,0.8502341582884777,-2496.25
55,-2422.0,0,300,0.8476834558136123,-2494.9
56,-1794.5,0,300,0.8451404054461714,-2482.3928571428573
57,-2596.5,0,300,0.8426049842298329,-2484.3947368421054
58,-2296.0,0,300,0.8400771692771434,-2481.146551724138
59,-2733.5,0,300,0.837556937769312,-2485.423728813559
60,-2527.5,0,300,0.835044266956004,-2486.125
61,-2273.0,0,300,0.8325391341551359,-2482.6311475409834
62,-2189.5,0,300,0.8300415167526705,-2477.9032258064517
63,-2144.0,0,300,0.8275513922024125,-2472.6031746031745
64,-2260.5,0,300,0.8250687380258053,-2469.2890625
65,-2001.0,0,300,0.8225935318117279,-2462.0846153846155
66,-1896.0,0,300,0.8201257512162927,-2453.507575757576
67,-2337.5,0,300,0.8176653739626438,-2451.776119402985
68,-2100.5,0,300,0.8152123778407558,-2446.610294117647
69,-2217.5,0,300,0.8127667407072335,-2443.289855072464
70,-2244.0,0,300,0.8103284404851119,-2440.442857142857
71,-1822.5,0,300,0.8078974551636565,-2431.739436619718
72,-1984.5,0,300,0.8054737627981655,-2425.527777777778
73,-2190.5,0,300,0.803057341509771,-2422.3082191780823
74,-2090.0,0,300,0.8006481694852418,-2417.8175675675675
75,-1735.5,0,300,0.798246224976786,-2408.72
76,-2108.5,0,300,0.7958514863018556,-2404.7697368421054
77,-2463.0,0,300,0.79346393184295,-2405.525974025974
78,-2090.5,0,300,0.7910835400474212,-2401.4871794871797
79,-1907.5,0,300,0.7887102894272789,-2395.23417721519
80,-1846.0,0,300,0.7863441585589971,-2388.36875
81,-2301.0,0,300,0.78398512608332,-2387.2901234567903
82,-2057.0,0,300,0.7816331707050701,-2383.262195121951
83,-1831.5,0,300,0.7792882711929549,-2376.614457831325
84,-2051.0,0,300,0.776950406379376,-2372.7380952380954
85,-2346.0,0,300,0.7746195551602378,-2372.423529411765
86,-2178.5,0,300,0.7722956964947572,-2370.1686046511627
87,-2079.5,0,300,0.7699788094052729,-2366.8275862068967
88,-1768.5,0,300,0.767668872977057,-2360.028409090909
89,-1718.0,0,300,0.7653658663581259,-2352.8146067415732
90,-2328.5,0,300,0.7630697687590515,-2352.5444444444443
91,-2179.0,0,300,0.7607805594527743,-2350.6373626373625
92,-2524.5,0,300,0.7584982177744161,-2352.5271739130435
93,-2234.5,0,300,0.7562227231210928,-2351.2580645161293
94,-2014.5,0,300,0.7539540549517295,-2347.675531914894
95,-1925.5,0,300,0.7516921927868743,-2343.2315789473682
96,-1733.5,0,300,0.7494371162085136,-2336.8802083333335
97,-1831.5,0,300,0.747188804859888,-2331.6701030927834
98,-1630.5,0,300,0.7449472384453084,-2324.515306122449
99,-1746.0,0,300,0.7427123967299725,-2318.6717171717173
100,-1838.5,0,300,0.7404842595397826,-2313.87
101,-1963.5,0,300,0.7382628067611632,-2306.715
102,-2058.5,0,300,0.7360480183408797,-2295.465
103,-1822.0,0,300,0.7338398742858571,-2288.415
104,-1866.5,0,300,0.7316383546629995,-2273.44
105,-1968.0,0,300,0.7294434395990105,-2268.105
106,-2116.0,0,300,0.7272551092802134,-2264.225
107,-1958.0,0,300,0.7250733439523728,-2256.9
